ID,Text,Label,,,,,,,,
1663081712707067907,"[USER] Opiniku secara kodrat ada benernya, cuma yg hrs ditambahin bahwa wanita jd makmum &amp; laki2 jd pengambil itu gk menjadikan keduanya lbh tinggi kedudukannya satu sm lain. Kalau rmh tangga di analogikan sebagai negara, secara kewajiban cowok itu Raja, cewek itu perdana menteri nya.",Benevolent Misogyny,,,,,,,,
1662291946268942341,"[USER] sudah jamak jika wanita memiliki sedikit kekuatan akan semena2. hanya wanita solehah yang tau kodrat,tugas,dan kewajiban meski mandiri.",Hostile Misogyny,,,,,,,,
1660880264506261509,"Pak [USER] sini saya ajari anda sebagai Profesor. Kodrat manusia itu ada dua, Pria dan Wanita. Karenanya menyukai sesama jenis itu bukan hal yg bisa simaklumi menjadi biasa krn sdh melawan kodrat Tuhan, LGBT adalah penyakit. Mereka disembuhkan, bukan malah dianggap normal. [URL]",Non-Misogyny,,,,,,,,
1660878334920904704,Pdhl yg gw bahas itu ttg kodrat yg lahir sbg wanita / pria tapi yg komen melebar kemana2 dan out of topic 🤣 Mending kalo komen nya enak jadi bisa samil diskusi sama2 ini komen nya sok berasa paling benar 🫣 Gw lbh menghargai yg komen berbeda tapi sopan dan enak diskusinya 🫰,Non-Misogyny,,,,,,,,
1660811181718908929,"Ga usah jauh2 menyuruh saya membuka KBBI yg dibahas disini konteksnya adalah kodrat sbg pria / wanita .. kalo perilaku menyimpang itu bukan kodrat tapi ""sakit"" , Tuhan menciptakan Adam dan Hawa bukan Adam dan Asep apalagi hawa dan Maemunah 🫣",Non-Misogyny,,,,,,,,
1660670520772399105,"Semua juga ciptaan Tuhan dan ga ada yg manusia sempurna di dunia ini tapi konteks yg dibahas adalah ""kodrat"" yg jelas2 kodrat itu ya lahir sbg wanita / pria .. jadi pahami pembahasannya dulu baru komen.",Non-Misogyny,,,,,,,,
1660654202132078599,"[USER] Kodrat = takdir tuhan. Perilaku = tindakan / action seseorang. Orang ga bisa kontrol sayang sama siapa, bisa ke wanita or pria. Yang bisa dikontrol itu tindakannya (i.e sex). Makanya di al-quran yg di-haramkan itu tidur dgn sesama jenis, bukan sayang dgn sesama jenis.",Non-Misogyny,,,,,,,,
1660632771818303488,"[USER] Tetap ga bisa dikatakan ""kodrat"" Krn kodrat itu jelas Allah ciptakan wanita dan Pria, kalo soal perilaku tidak bisa disamakan dgn kodrat . Pernyataan Prof mpud sudah blunder 😬",Non-Misogyny,,,,,,,,
1660579984375975937,"[USER] Prof [USER] namanya kodrat itu bkn LGBT. Kodrat itu laki pasangannya wanita &amp; sebaliknya jg, kelamin adanya kelamin laki &amp; wanita. Kodrat itu ngga bisa disembuhkan dan dipertukarkan. Emang bisa siang jodohnya bulan/ malam jodohnya matahari ? Jgn main diksi yg konyol deh",Non-Misogyny,,,,,,,,
1660560864695697408,"Ga ada tuh yg berpikir seperti Tuhan, lu aja yg kejauhan mikirnya 🤣 kodrat itu ya pria / wanita contoh logikanya wkt dilahirkan ada ucapan ""selamat ya anak anda pria / wanita "" bukan ""selamat ya anak anda LGBT"" 🤣 Jgn membenarkan hal yg salah pahami dulu apa itu kodrat 😏",Non-Misogyny,,,,,,,,
1660560295012737024,"[USER] Perilaku menyimpang itu, gak bisa dijadikan kodrat ntar lama kelamaan jadi terbiasa. Kodrat manusia ya pria berpasangan dengan wanita..",Non-Misogyny,,,,,,,,
1660547225825730561,[USER] Tuhan menciptakan cuma 2 jenis wanita pria dan kodrat nya saling berpasangan. Jika terjadi jenis LGBT itu adalah penyimpangan yg disebabkan oleh lingkungan sekitar. Tugas kita unt mencegah dan memperbaiki semua penyimpangan itu. Bukan malah mendukung dengan dalih KODRAT,Non-Misogyny,,,,,,,,
1660513135651074048,"[USER] Kodrat itu hanya ada pria dan wanita, tidak ada waria atau transgender. Waria atau Transgender itu pilihan bukan kodrat. Kodrat itu pria menikah dengan wanita, tidak ada pria menikah dgn pria dan tidak ada wanita menikah dgn wanita. LGBT adalah penyakit yg harus disembuhkan.",Non-Misogyny,,,,,,,,
1660433883530416129,"[USER] [USER] LGBT kodrat dari Tuhan? Hellooow... fitrah manusia itu pria menyukai wanita dan wanita menyukai pria. Kalo pria menyukai sesama pria dan wanita menyukai sesama wanita, itu namanya menyalahi fitrah manusia.",Non-Misogyny,,,,,,,,
1660258947163639811,"[USER] LGBT bukan kodrat !, bahwasanya Tuhan menciptakan berpasang-pasangan, artinya pria dan wanita, jantan dan betina bukan jantan dengan jantan atau betina dengan betina !",Non-Misogyny,,,,,,,,
1660222237067165696,"[USER] Kodrat adalah : Wanita / Pria ......... LGBT adalah produksi rejek , kalau pabrik sepatu di buang lah , gak mau orang beli .",Non-Misogyny,,,,,,,,
1659183203993927681,[USER] [USER] kl d bayangin sih ya emang sakit dan bikin trauma tp mau gmn lg dah kodrat wanita melahirkan dan setelah melahirkan entah knp rasa sakitnya jd hilang asli ini sih berganti bahagia melihat si bayik sehat dan lucu,Non-Misogyny,,,,,,,,
1658450889554919427,"yang tidak bisa menerima kenyataan. Jangan suka dendam kepada apa yang telah kit terima baik buruknya resiko tapi.melibatkn ghoib dedemit dan lainnya itu sudah menyalahi kodrat,kamu suka sama wanita dan ketika kamu berani mengucapkn cinta kepadanya kamu mau ngga mau harus siap",Non-Misogyny,,,,,,,,
1658338687489556481,[USER] [USER] [USER] gatau identitas diri gimana? itu dia udh jelasin sisi feminim dan berlaga kaya wanita cuma buat konten kontennya aja dan di RL ya dia kembali sesuai kodrat dan fitrahnya menjadi sbg seorang lelaki.,Non-Misogyny,,,,,,,,
1656599680732770310,[USER] [USER] Bener istri itu bukan tulang punggung yg nyari nafkah karena nafkah itu bentuknya dari suami untuk istri bukan dari istri untuk suami kodrat wanita menerima nafkah buka pemberi nafkah. Cuman bokeh perempuan *membantu* suaminya tapi bukan untuk nafkah 😁,Benevolent Misogyny,,,,,,,,
1656170859965599746,[USER] kodrat wanita itu cuma 3. menstruasi-melahirkan-menyusui anak! ngomongin kodrat tapi gatau kodrat wanita itu apa ajaa. jauh-jauh deh laki gaada otak!,Non-Misogyny,,,,,,,,
1656127720684933120,"[USER] Kodrat seorang wanita cuma 3; menstruasi, hamil, melahirkan. Gada kodrat untuk jadi pembantu di rumah atau bahkan siap ""melayani"" suami kapan pun di mana pun.",Non-Misogyny,,,,,,,,
1655948792817123333,"[USER] [USER] [USER] [USER] KODRAT PALALU KODRAT, KODRAT WANITA TUH CUMA MENSTRUASI SAMA MELAHIRKAN KONTOL",Non-Misogyny,,,,,,,,
1653552909936910336,"[USER] Pernikahan Mewah 🤣 masak cuci ngepel dll semua itu namanya BASIC LIFE SKILL bukan cuma tugas wanita. kodrat cewe yaa mengandung, melahirkan, menyusui AJA. selebihnya yaa mewah bersama dong. udah gak pernah pake obat nyamuk buat anak uhuuuy 💫 [URL]",Non-Misogyny,,,,,,,,
1652666959748800512,[USER] Sbg wanita lajang sy tdk menyarankan kaum wanita utk trs memilih mjd wanita karier &amp; menolak kodrat bhw sebaik2 wanita itu t4nya adlh di rmh...apapun itu🙏 Menikah &amp; memiliki pasangan sbg ibadah tuk mencapai ridho illahi adlh sunah yg hrs kita gapai mskipun Allah berkehendak lain,Benevolent Misogyny,,,,,,,,
1650311161450237958,"[USER] [USER] Ini yang dimaksud pernikahan itu kuncinya komunikasi dan kompromi yang seimbang. Ga ada jaminannya juga semua istri definisi menjadi istrinya itu selalu dimong suami. Setiap pasangan itu beda sifat dan kondisinya, yang kodrat itu wanita bisa hamil, di saat itu perlu dijaga",Non-Misogyny,,,,,,,,
1649784389604347904,"[USER] sebenernya di sana kalau sentuhan sama cowok gak disengaja itu gak batal, yang disayangkan adalah ketika wudhu. kasian wanita yang memang menutup aurat eh ketemu sama dia di tempat wudhu yaudah auratnya keliatan sama dia (kodrat dasarnya laki-laki)",Non-Misogyny,,,,,,,,
1649217627800338432,[USER] Sebagai kodrat wanita Tetap menjadi tulang rusuk Kecuali janda atau single parent Harus mandiri sigap Dan bermartabat Hari tua sukses 💃💃💃💯💯💯🌟🌟🌟🌟♥️♥️♥️ [URL],Benevolent Misogyny,,,,,,,,
1648824214873583617,"[USER] Iy tuh,klo emg mo sama2 y ayo, Klo enggk y udh:( Jgn bikin we bingung,sikapmu seakn2 gamau we hubungin,chat terakhir we aja lo read doang,pdhal d storymu galau mulu,Lo mau nya yg kek gmana coba? Seharusnya we sadar kodrat seorg wanita d kejar bkn mengeja😞",Benevolent Misogyny,,,,,,,,
1646025933986598912,"bahkan sesuatu yang sudah jadi kodrat wanita pun direndahkan, parahnya yang merendahkan adalah sesama wanita. miris.",Non-Misogyny,,,,,,,,
1645981564831166464,"[USER] [USER] Ya emang bukan pembantu!! Nih gw bawain ss an sekalian biar lu melek biar lu baca, kodrat wanita cuma ada 3, lainnya bisa di kerjain bareng lakiknya, ga cuma ngebebanin istri semua karena uda di mahar banyak. Lu nyari istri yg bisa segalanya emang bisa ngasih apa? [URL]",Non-Misogyny,,,,,,,,
1645899361728208896,"[USER] WOMEN! KODRAT WANITA CUMA ADA 3 MENSTRUASI HAMIL MENYUSUI SELAIN ITU, APAPUN ITU, BAIK SUAMI MAUPUN ISTRI BISA NGERJAIN HAL-HAL/AKTIFITAS RUMAH TANGGA LAINNYA MENANTU YA MENANTU BUKAN ASISTEN RUMAH TANGGA ATAUPUN B. A. B. U/BUDAK RUMAH TANGGA!!! CATAT!!!",Non-Misogyny,,,,,,,,
1644943243610845185,[USER] Kodrat bgt Nyatanya tidak bgt Zaman telah berubah Wanita saat ini Jadi sandaran Jadi kalau sekedar glowing Tinggi semampai saja Tidak laku Kalau kere Saat ini tidak wanita saja Cari tempat bersandar Juga pria,Non-Misogyny,,,,,,,,
1644159807748980736,[USER] Jum'at hari yg penuh rahmat... Jangan atur sendiri atas kodrat seorang wanita,Non-Misogyny,,,,,,,,
1643543701967474689,Selain datang bulan kodrat wanita itu datang dan pergi se enak nya.,Hostile Misogyny,,,,,,,,
1642794219717918721,[USER] Retweet 1 juta kali setuju banget emang udah sesuai kodrat nya begitu laki-laki dan perempuan bisa dinyatakan setara tapi setara dengan kedudukanya masing masing Makanya di setiap ada laki laki hebat dibaliknya pasti ada Wanita hebat juga,Benevolent Misogyny,,,,,,,,
1642150603567579139,"Bukan malah dukung gerakan yg menentang syariat Allah, gak terima wanita harus nutup aurat, gak terima wanita dengan segala fitrah dan kodrat sesuai quran dan hadist",Non-Misogyny,,,,,,,,
1641044418290679811,"[USER] [USER] hadeh patriarki banget. banyak yg ngomong gini katanya krn di agama ajarannya gitu. padahal di islam aja kodrat wanita cuma menstruasi, melahirkan, dan menyusui. nyatanya nikah itu harusnya cowok yang ngurusin ceweknya. bahkan harusnya sampe suaminya yg nyuapin makanan ke istri",Benevolent Misogyny,,,,,,,,
1640656810171564032,[USER] [USER] Kodrat ndasmu. Kodrat wanita itu seperti mengandung dn melahirkan. Selebihnya untuk urusan rumah tangga ya dikerjakan bersama. [URL],Non-Misogyny,,,,,,,,
1640614278267908097,"[USER] [USER] Kau yang malas ngurus rumah, jangan kau berdalih bilang itu kodrat wanita dasar bodat.",Non-Misogyny,,,,,,,,
1640613003770101760,"[USER] [USER] Ye kocak, kerjaan rumah dibilang kodrat wanita, giliran yg laki nganggur bisany nyebat doang, bini ny cari duit ditambah beberes rumah, blom lgi ngurusin anak,. Trs apakah nyebat nyebat sebagian dri kodrat suami?? Intinya mah semua pekerjaan harus dri kesadaran diri bkn kodrat",Non-Misogyny,,,,,,,,
1640571656707137539,"[USER] [USER] Dengerin ini, dengerin full nya juga di yutub al fachriyah, ponpes punya habib jindan. Kodrat wanita urus rumah itu kata siapa ? Dalil dr mana ? [URL]",Non-Misogyny,,,,,,,,
1640564374749474816,"[USER] [USER] Kodrat wanita itu cuma hamil, melahirkan, mentruasi. Nabi aja apa2 kerjain sendiri, gk bersikap kyk raja ke istrinya. Belum lg istri nabi itu bosnya sendiri, perempuan jaman skrg dilarang kerja biar dirumah aja karna kodrat. kodrat apaan, bini nabi aja bisniswomen sukses",Non-Misogyny,,,,,,,,
1671906955714265089,"[USER] Kenapa sih kaya uda jadi kodrat deh, perempuan yg menye menye selalu dapet laki laki bucin yg full effort 😭😭 Dan laki laki yang toxic, selalu ketemunya sama perempuan yang tulusnya bukan main 💔",Non-Misogyny,,,,,,,,
1671053010032787457,So much for memenuhi kodrat sebagy perempuanTM meanwhile Adam pas diambil rusuknya aja dibikin tidur dulu,Non-Misogyny,,,,,,,,
1671050514728099840,"Soal tegas memimpin, banyak contoh penguasa perempuan seperti Wu Zetian, Ratu Elizabeth 1, dll. tapi tindakan mereka yg tegas bahkan kejam ujung2nya dikaitin sama perasaan dan emosi perempuan lagi🥴 Sedangkan, klo pemimpin laki2 tegas &amp; kejam dinilai wajar dan sesuai kodrat.",Non-Misogyny,,,,,,,,
1669921325903933440,"[USER] Kemungkinan Besar beliau Pendeta ini belajar&amp;memahami ilmu Teologi Kristen memakai kecerdasan Nurani, khususnya kodrat manusia yg memiliki 2(dua) jenis kelamin ""Laki2 &amp; Perempuan.",Non-Misogyny,,,,,,,,
1669125107070173185,"[USER] [USER] [USER] Ya karena secara kodrat yg kamu sebutkan di atas itu perempuan. Coba trans women, bisa ga menstruasi dan melahirkan? Ya gaakan bisa karena secara kodrat mereka laki-laki. Sesimpel itu masa ga paham. Makanya gender role yg buanyak itu ya buatan manusia yg nurutin hawa nafsu aja.",Non-Misogyny,,,,,,,,
1668840220329115649,"[USER] Udah jelas kok mana laki mana perempuan. Semisal ntar mati dan dikubur nih, tulang2nya pun jelas bedanya. Mau sebanci atau sebuci apapun gak akan merubah kodrat mas.",Non-Misogyny,,,,,,,,
1668739848545669120,[USER] Pemilik akun laki laki nama dan gambar cewe itu sudah menyalahi kodrat. Seperti laki laki yg mau jadi perempuan dan sebaliknya atau seperti senang dengan sesama jenis. Apakah nama anda yg resty cayah ( nama perempuan ) sesuai ? Jika tidak anda bagian dari LGBT,Non-Misogyny,,,,,,,,
1667990324126560256,"[USER] [USER] Sistem patriarki di indo masih tinggi, feminisme ga buruk kalo dilihat dr sisi agama, tau masing2 kewajiban, tdk meninggalkan kewajiban dn kodrat sbg perempuan, dan tetep berjalan di jalan yg bener tdk mengatasnamakan feminisme utk hal yg buruk atau maksiat",Benevolent Misogyny,,,,,,,,
1667705637789372417,"[USER] Fyi ya pak Prof [USER], jadi bukan kodrat ya.. kalau laki laki perempuan itu benar kodrat, tapi kalau setengah setengah nya itu penyakit.",Non-Misogyny,,,,,,,,
1667044045871517698,"Dalam konstruksi sosial, laki2 dan perempuan itu tidak ada bedanya. Kalau perempuan melahirkan dan menstruasi itu memang kodrat, tapi kalau mengurus anak, memasak, mengepel lantai, mencuci dan lainnya, itu peran bersama antara laki2 dan merempuan. [URL]",Non-Misogyny,,,,,,,,
1665538439733981187,"[USER] Udh dikasih kodrat jadi lakik atau perempuan sama Tuhan masih ngeyel, bingung sndiri lu kan",Non-Misogyny,,,,,,,,
1665348689563639809,"Emansipasi perempuan bukan dibuat Kartini untuk menghilangkan dan meremehkan peran laki-laki serta meninggalkan kodrat perempuan, tetapi untuk memberikan kesetaraan atas peran perempuan. #userstory [URL]",Non-Misogyny,,,,,,,,
1665264411467198464,"Yang hamil ini bukan laki2, tapi perempuan yg merubah (penampilannya) menjadi laki2.. See? Bgmnpun manusia brusaha melawan kodrat yang Allah berikan, tetap ga akan bisa. ""...Dan tidak ada yg dapat mengambil pelajaran, kecuali org2 yang berakal sehat."" (QS 2 : 269)",Non-Misogyny,,,,,,,,
1663789648660041729,[USER] Binatang aja gak akan kawin dengan sejenis. Kodrat alam laki2 dan perempuan. Jantan betina.,Non-Misogyny,,,,,,,,
1663212578636701697,"feminis bukan berarti mendominasi kaum laki laki, vice versa. feminis memperjuangkan hak hak perempuan yang nantinya bisa jalan bareng dengan laki laki, dan baik perempuan maupun laki laki berjalan pada kodrat masing masing. salah kaprah.",Non-Misogyny,,,,,,,,
1663157776871489537,"[USER] itu berlaku kalo cowonya bener, banyak bgt cowo yg ga sesuai kodratnya juga. uda jelas kodrat cowo melindungi, mengayomi, buat istri bahagia . tapi nyatanya apa? emng jd perempuan itu liat sikon aja klo cowonya baik nurut kalo uda jelas bajingan ya jangan nurut.",Benevolent Misogyny,,,,,,,,
1663083880457596929,"[USER] [USER] kalo kodrat perempuan itu ada sendiri di agama, sedangkan arti feminist itu lebih mengarah ke ranah sosial, contoh simpelnya dunia pekerjaan, perempuan itu juga berhak dpt jenjang karir yg sama dengan laki-laki, trs disisi laki2, mereka berhak jd dirinya tanpa toxic masculinity",Non-Misogyny,,,,,,,,
1663012304718528525,"[USER] kodrat perempuan itu cuman 4. mens, hamil, melahirkan, menyusui. lain dari itu bukan kodrat namanya.",Non-Misogyny,,,,,,,,
1662983651267854337,"[USER] Sama halnya dengan banyak cewe yg menganggap pekerjaan rumah tangga itu kek babu suami, padahal itu mindseat kalian aja yg pikirannya babu2... kodrat sesungguhnya seorang perempuan itu mengurus rumah tangga, lakinya yg cari nafkah",Benevolent Misogyny,,,,,,,,
1662955770613493761,"Perlu baca buku ini, biar argumentnya gak ngawur dan ahistoris, bahwa ""kodrat perempuan di bawah laki-laki, manusia kelas dua, inferior, dll."" [URL]",Non-Misogyny,,,,,,,,
1662860125848371200,"[USER] [USER] but kodrat perempuan itu hamil, melahirkan, menyusui is not a 🗑️🗑️🗑️",Non-Misogyny,,,,,,,,
1662722553155297280,"[USER] [USER] [USER] Sudah kodrat. Semua lelaki hetero pasti suka perempuan yg cantik. Di TL aja, pasti follow yg cakep2 aplg klo ditanggepin dan bisa deket. Bener kan?",Non-Misogyny,,,,,,,,
1662306125172330496,"LGBT itu bukan kodrat. Manusia diciptakan kodratnya hanya Laki-laki dan perempuan. Tidak ada homoseksual, Lesbi +++. [URL]",Non-Misogyny,,,,,,,,
1661998907835170816,[USER] Ada pula yang bilang kodrat Dan Harus pula di Hormati dengan dalih ham. Pada hal paham Ayat ALLAAH. Sdh jelas di terangkan oleh ALLAAH. Bahwa ALLAAH Menciptakan Laki2 &amp; perempuan berpasang2an. Tidak Ada yang Namanya lgbt makhluk pelangi. Memang Aneh uncle,Non-Misogyny,,,,,,,,
1661511370440056833,Rakyat jangan percaya apabila ada pemangku jabatan yg mengatakan bhw LGBT kodrat illahi. Kodrat Illahi itu laki-laki &amp; perempuan. LGBT itu penyakit jiwa yang menular. Tidak boleh dibiarkan. LGBT ini berbahaya bagi peradaban manusia. #DivisiHumasRakyat #DivHumasRakyat,Non-Misogyny,,,,,,,,
1661319902849028096,"Kadang bukan hanya tidak digubris tapi juga disalahkan karena berani bersuara. Dianggap melawan, tidak patuh dan menyalahi kodrat perempuan yang seharusnya menjadi penurut.",Non-Misogyny,,,,,,,,
1661289256499773440,"[USER] gender emg konstruksi sosial nder, bisa diubah dan dipertukarkan peran nya (misal perempuan bisa kerja di sektor publik ga cuma ngerjain pekerjaan domestik aja, laki"" jg bisa sebaliknya) tp kl jenis kelamin itu mutlak (kodrat) bawaan dr lahir (cuma ada laki"" &amp; perempuan)",Non-Misogyny,,,,,,,,
1661003617749594115,"[USER] [USER] Pastinya. Itu bener2 perubahan luar biasa besar lho. Badan kita kacau balau. Sayangnya banyak perempuan mikir ""ini kan udah kodrat"" trus menyimpan semua rasa sakit itu dan nguat2in diri. Pdhl wajar banget utk jadi lemah. Kita patah tulang aja teparnya bs lama, ini ngeluarin bayi",Non-Misogyny,,,,,,,,
1660886109709275138,"Sejatinya, diciptakan laki-laki dan perempuan itulah kodrat. Jika terjadi penyimpangan dari keduanya berarti masih bisa diluruskan, tinggal tergantung kita, mau peduli atau tidak? Dan pemerintah tdk ada salahnya mengambil dan membuat aturan demi kemaslahatan rakyat dan negara. [URL]",Non-Misogyny,,,,,,,,
1660871746285871104,"[USER] [USER] Pak [USER] gender LGBT di UUD1945 amandemen apakah ada ? Kalau ngga ada, artinya keluar dari koridor UUD1945. Kodrat Manusia itu laki2 dan perempuan. Jelas ada di An -Najm ayat 45, dan ayat ayat lain. Justru dalam Al Qur'an menceritakan bagaimana kaum sodom di azab..",Non-Misogyny,,,,,,,,
1660860169818095618,"Pada Sabtu (20/5/2023) lalu, Monas diramaikan dengan banyak perempuan yang meramaikan aksi Women's March Jakarta. Namun saat aksi ini dilakukan, terlihat sejumlah bendera dan simbol LGBT ikut dikibarkan. Hal ini langsung menjadi sorotan para netizen. Sehari setelahnya, Menko Polhukam Mahfud MD memberikan sambutan di Rakernas KAHMI 2023 yang menyinggu masalah Undang-undang LGBT. Ia mengatakan bahwa LGBT tidak bisa dilarang di KUHP yang baru karena merupakan kodrat sebagai manusia. Akhirnya menurut Mahfud, dalam KUHP itu dibuat larangan kepada hubungan seksual di luar nikah dengan anak di bawah umur.",Non-Misogyny,,,,,,,,
1660648397085323265,"Lol emang bener kok perempuan begitu 😂😂😂 emang agak manja dan cengeng kalo sakit sedikit. Gak mau lecet sedikit. Emang kodrat kebanyakan cewek begitu. Jadi ya perlu cari yang mana gak manja, yang takut pelatih, yang disiplin.",Hostile Misogyny,,,,,,,,
1660572554082529281,[USER] Melawan kodrat yg diberikan tuhan adalah suatu penyimpangan yg mutlak! Dengan melakukan hubungan sesama jenis secara tidak langsung mereka menghinakan kemuliaan ibu sebagai perempuan. Krn sejatinya manusia normal memerlukan rahim dari seorang ibu untuk menghasilkan keturunan.,Non-Misogyny,,,,,,,,
1660526976971735045,"Sejak Kapan LGBT itu kodrat ???? Justru mereka sdh menyalahi kodrat karena kodrat sesungguhnya yg diciptakan Allah itu hanya ada Perempuan dan Pria . Jgn membenarkan LGBT dgn pembenaran dibalik kata ""kodrat"" [URL]",Non-Misogyny,,,,,,,,
1660516873363136512,[USER] Kodrat ? 🤔 Laki2 atau perempuan itu kodrat . Nggak ada yang 1/2 laki 1/2 perempuan 😨,Non-Misogyny,,,,,,,,
1660485032090415109,[USER] [USER] Kodrat itu laki-laki berpasangan dengan perempuan,Non-Misogyny,,,,,,,,
